time (s), lifter (1cm), left pedal pos (1cm), left slider pos (1cm), right pedal pos (1cm), right slider pos (1cm), stock left extend pos (1cm), stock left slider pos (1cm), stock right extend pos (10cm), stock right slider pos (1cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A),tilt left,rand,tilt left rand
23.1,6.20625,0,0,0,0,9.462999,12.71,8.916,-11.601,0,0,0,0,0,0,0,0,0,,0.175587174,0.175587174
23.2,6.48825,0,0,0,0,8.698999,8.733999,13.178,-5.901,0,0,0,0,0,0,0,0,0,,0.074233211,0.074233211
23.3,6.3685,0,0,0,0,7.962,5.064,16.317,0.182,0,0,0,0,0,0,0,0,0,,0.191620046,0.191620046
23.4,5.133,0,0,0,0,7.273,1.614,18.299,5.844,0,0,0,0,0,0,0,0,0,,0.114498637,0.114498637
23.5,3.85075,0,0,0,0,6.67,-1.357,18.988,10.117,0,0,0,0,0,0,0,0,0,,0.1255121,0.1255121
23.6,2.895,0,0,0,0,6.12,-4.095,18.955,13.912,0,0,0,0,0,0,0,0,0,,0.07118852,0.07118852
23.7,2.283,0,0,0,0,5.634,-6.524,18.488,17.021,0,0,0,0,0,0,0,0,0,,0.092883492,0.092883492
23.8,2.01375,0,0,0,0,5.198,-8.786,17.43,19.659,0,0,0,0,0,0,0,0,0,,0.162365476,0.162365476
23.9,1.99975,0,0,0,0,4.851,-10.485,16.11,21.127,0,0,0,0,0,0,0,0,0,,0.009366738,0.009366738
24,1.99975,0,0,0,0,4.553,-11.998,14.203,22.153,0,0,0,0,0,0,0,0,0,,0.124777377,0.124777377
24.1,2,0,0,0,0,4.321,-13.203,11.96,22.5,0,0,0,0,0,0,0,0,0,,0.054574852,0.054574852
24.2,2.58675,0,0,0,0,4.091,-14.445,11.479,22.441,0,0,0,0,0,0,0,0,0,,0.090156616,0.090156616
24.3,3.4075,0,0,0,0,4.044,-14.691,11.375,22.099,0,0,0,0,0,0,0,0,0,,0.049786436,0.049786436
24.4,4.87525,0,0,0,0,4.001,-14.984,10.862,19.903,0,0,0,0,0,0,0,0,0,,0.065292069,0.065292069
24.5,5.951,0,0,0,0,4.349,-14.91,10.201,16.685,0,0,0,0,0,0,0,0,0,,0.021262367,0.021262367
24.6,6.65625,0,0,0,0,8.473001,-12.344,9.438,12.515,0,0,0,0,0,0,0,0,0,,0.041941695,0.041941695
24.7,6.977,0,0,0,0,12.935,-6.849,8.669001,8.511,0,0,0,0,0,0,0,0,0,,0.107161495,
24.8,6.91725,0,0,0,0,16.318,-0.855,7.923,4.818,0,0,0,0,0,0,0,0,0,,0.106045334,
