time (s), lifter (1cm), left pedal pos (1cm), left slider pos (1cm), right pedal pos (1cm), right slider pos (1cm), stock left extend pos (1cm), stock left slider pos (1cm), stock right extend pos (10cm), stock right slider pos (1cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A),tilt left,rand,tilt left rand
28.1,1.21075,0,0,0,0,2.963,-0.422,2.144,4.66,0,0,0,0,0,0,0,0,0,,,
28.2,1.26,0,0,0,0,3.138,-1.001,2.163,5.116,0,0,0,0,0,0,0,0,0,,,
28.3,1.319,0,0,0,0,3.287,-1.534,2.177,5.547,0,0,0,0,0,0,0,0,0,,,
28.4,1.3885,0,0,0,0,3.407,-2.018,2.188,5.952,0,0,0,0,0,0,0,0,0,,,
28.5,1.4595,0,0,0,0,3.496,-2.461,2.197,6.326,0,0,0,0,0,0,0,0,0,,,
28.6,1.53225,0,0,0,0,3.558,-2.81,2.201,6.583,0,0,0,0,0,0,0,0,0,,,
28.7,1.60475,0,0,0,0,3.593,-3.137,2.201,6.838,0,0,0,0,0,0,0,0,0,,,
28.8,1.67425,0,0,0,0,3.601,-3.411,2.2,7.042,0,0,0,0,0,0,0,0,0,,,
28.9,1.73325,0,0,0,0,3.601,-3.636,2.197,7.21,0,0,0,0,0,0,0,0,0,,,
29,1.784,0,0,0,0,3.62,-3.8,2.188,7.31,0,0,0,0,0,0,0,0,0,,,
29.1,1.82575,0,0,0,0,3.674,-3.915,2.174,7.379,0,0,0,0,0,0,0,0,0,,,
29.2,1.85775,0,0,0,0,3.764,-3.984,2.154,7.398,0,0,0,0,0,0,0,0,0,,,
29.3,1.88125,0,0,0,0,3.888,-3.997,2.132,7.398,0,0,0,0,0,0,0,0,0,,,
29.4,1.89625,0,0,0,0,4.067,-3.997,2.1,7.101,0,0,0,0,0,0,0,0,0,,,
29.5,1.9,0,0,0,0,4.233,-3.933,2.071,6.373,0,0,0,0,0,0,0,0,0,,,
29.6,1.90025,0,0,0,0,4.473,-3.68,2.033,4.818,0,0,0,0,0,0,0,0,0,,,
29.7,1.893,0,0,0,0,4.711,-3.319,1.994,3.37,0,0,0,0,0,0,0,0,0,,,
